"class","category","indicator_name","series_name","sub_series_name","parameter","value","units","date_last_updated"
"Health","Weekly deaths","By region","Wellington","Wellington","2015-12-06"," 61","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2015-12-13"," 54","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2015-12-20"," 55","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2015-12-27"," 58","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-01-03"," 49","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-01-10"," 60","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-01-17"," 67","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-01-24"," 76","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-01-31"," 52","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-02-07"," 73","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-02-14"," 58","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-02-21"," 33","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-02-28"," 56","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-03-06"," 61","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-03-13"," 51","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-03-20"," 60","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-03-27"," 56","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-04-03"," 63","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-04-10"," 59","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-04-17"," 63","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-04-24"," 64","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-05-01"," 42","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-05-08"," 50","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-05-15"," 67","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-05-22"," 63","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-05-29"," 67","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-06-05"," 60","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-06-12"," 61","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-06-19"," 52","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-06-26"," 57","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-07-03"," 61","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-07-10"," 62","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-07-17"," 67","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-07-24"," 59","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-07-31"," 64","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-08-07"," 55","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-08-14"," 73","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-08-21"," 86","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-08-28"," 74","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-09-04"," 79","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-09-11"," 83","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-09-18"," 75","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-09-25"," 84","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-10-02"," 77","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-10-09"," 80","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-10-16"," 70","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-10-23"," 62","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-10-30"," 59","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-11-06"," 64","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-11-13"," 65","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-11-20"," 64","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-11-27"," 54","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-12-04"," 64","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-12-11"," 63","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-12-18"," 77","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2016-12-25"," 58","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-01-01"," 57","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-01-08"," 63","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-01-15"," 64","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-01-22"," 62","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-01-29"," 63","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-02-05"," 65","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-02-12"," 44","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-02-19"," 63","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-02-26"," 62","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-03-05"," 61","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-03-12"," 58","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-03-19"," 55","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-03-26"," 62","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-04-02"," 67","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-04-09"," 62","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-04-16"," 63","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-04-23"," 47","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-04-30"," 70","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-05-07"," 58","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-05-14"," 71","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-05-21"," 59","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-05-28"," 82","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-06-04"," 70","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-06-11"," 64","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-06-18"," 58","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-06-25"," 74","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-07-02"," 74","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-07-09"," 75","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-07-16"," 79","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-07-23"," 78","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-07-30"," 80","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-08-06"," 64","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-08-13"," 71","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-08-20"," 79","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-08-27"," 65","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-09-03"," 66","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-09-10"," 61","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-09-17"," 57","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-09-24"," 75","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-10-01"," 65","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-10-08"," 70","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-10-15"," 83","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-10-22"," 66","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-10-29"," 67","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-11-05"," 59","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-11-12"," 61","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-11-19"," 66","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-11-26"," 57","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-12-03"," 70","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-12-10"," 53","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-12-17"," 67","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-12-24"," 58","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2017-12-31"," 80","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-01-07"," 62","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-01-14"," 63","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-01-21"," 65","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-01-28"," 64","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-02-04"," 65","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-02-11"," 52","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-02-18"," 57","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-02-25"," 58","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-03-04"," 59","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-03-11"," 70","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-03-18"," 57","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-03-25"," 60","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-04-01"," 66","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-04-08"," 54","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-04-15"," 62","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-04-22"," 63","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-04-29"," 59","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-05-06"," 78","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-05-13"," 67","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-05-20"," 66","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-05-27"," 59","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-06-03"," 80","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-06-10"," 72","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-06-17"," 79","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-06-24"," 70","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-07-01"," 66","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-07-08"," 56","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-07-15"," 74","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-07-22"," 83","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-07-29"," 75","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-08-05"," 64","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-08-12"," 72","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-08-19"," 66","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-08-26"," 68","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-09-02"," 77","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-09-09"," 70","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-09-16"," 58","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-09-23"," 68","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-09-30"," 59","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-10-07"," 62","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-10-14"," 68","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-10-21"," 77","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-10-28"," 63","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-11-04"," 62","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-11-11"," 64","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-11-18"," 57","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-11-25"," 67","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-12-02"," 67","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-12-09"," 66","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-12-16"," 61","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-12-23"," 52","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2018-12-30"," 65","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-01-06"," 64","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-01-13"," 69","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-01-20"," 81","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-01-27"," 67","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-02-03"," 53","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-02-10"," 56","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-02-17"," 59","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-02-24"," 83","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-03-03"," 71","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-03-10"," 74","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-03-17"," 76","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-03-24"," 67","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-03-31"," 73","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-04-07"," 73","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-04-14"," 72","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-04-21"," 79","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-04-28"," 77","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-05-05"," 86","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-05-12"," 76","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-05-19"," 76","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-05-26"," 67","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-06-02"," 77","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-06-09"," 80","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-06-16"," 75","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-06-23"," 68","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-06-30"," 76","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-07-07"," 87","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-07-14"," 89","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-07-21"," 85","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-07-28"," 78","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-08-04"," 73","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-08-11"," 75","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-08-18"," 85","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-08-25"," 84","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-09-01"," 71","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-09-08"," 63","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-09-15"," 78","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-09-22"," 77","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-09-29"," 73","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-10-06"," 75","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-10-13","101","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-10-20"," 64","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-10-27"," 60","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-11-03"," 78","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-11-10"," 62","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-11-17"," 71","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-11-24"," 66","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-12-01"," 75","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-12-08"," 69","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-12-15"," 61","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-12-22"," 52","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2019-12-29"," 57","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-01-05"," 71","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-01-12"," 59","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-01-19"," 75","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-01-26"," 50","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-02-02"," 66","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-02-09"," 52","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-02-16"," 70","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-02-23"," 63","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-03-01"," 70","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-03-08"," 64","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-03-15"," 67","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-03-22"," 69","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-03-29"," 65","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-04-05"," 61","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-04-12"," 78","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-04-19"," 67","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-04-26"," 76","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-05-03"," 58","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-05-10"," 58","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-05-17"," 79","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-05-24"," 61","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-05-31"," 72","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-06-07"," 59","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-06-14"," 70","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-06-21"," 68","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-06-28"," 60","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-07-05"," 74","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-07-12"," 66","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-07-19"," 78","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-07-26"," 74","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-08-02"," 62","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-08-09"," 64","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-08-16"," 55","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-08-23"," 68","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-08-30"," 85","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-09-06"," 66","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-09-13"," 67","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-09-20"," 50","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-09-27"," 56","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-10-04"," 65","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-10-11"," 50","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-10-18"," 60","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-10-25"," 66","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-11-01"," 59","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-11-08"," 67","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-11-15"," 43","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-11-22"," 73","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-11-29"," 67","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-12-06"," 61","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-12-13"," 54","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-12-20"," 73","Number","11-01-21"
"Health","Weekly deaths","By region","Wellington","Wellington","2020-12-27"," 64","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-01-02"," 68","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-01-09"," 92","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-01-16"," 82","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-01-23"," 68","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-01-30"," 82","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-02-06"," 78","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-02-13"," 86","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-02-20"," 81","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-02-27","254","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-03-06"," 74","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-03-13"," 83","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-03-20"," 83","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-03-27"," 85","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-04-03"," 82","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-04-10"," 98","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-04-17"," 77","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-04-24"," 89","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-05-01"," 77","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-05-08"," 73","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-05-15"," 80","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-05-22"," 97","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-05-29"," 73","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-06-05"," 58","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-06-12"," 87","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-06-19"," 97","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-06-26"," 79","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-07-03"," 88","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-07-10"," 98","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-07-17"," 86","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-07-24","101","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-07-31","107","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-08-07","107","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-08-14","103","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-08-21"," 92","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-08-28","102","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-09-04","104","Number","11-01-21"
"Health","Weekly deaths","By region","Canterbury","Canterbury","2011-09-11"," 89","Number","11-01-21"
